date,race,class,distance,surface,condition,horse_number,horse_name,gear,horse_rating,horse_weight,hcp_weight,c_wt,bar,jockey,trainer,running_position,pl,time,lbw,,,,,,l100m_time_2,l100m_distance_2,off_rail_2,l100m_km_hr_2,,time_2,peak_km_hr_2,avg_km_hr_2,distance_traveled_2,margin_2,finish_3,no_3,horse_name_3,win_div_3,rating_3,c_weight_3,jockey_3,trainer_3,draw_3,running_pos_3,finish_time_3,lbw_3,h_weight_3
11/08/2019,7,C2,1200,T,GOOD,7,SAFEER,,78,496,50.5,50.5,7,R WOODWORTH,M CLEMENTS,7-7-03,3,1:09.61,0.9,,,SAFEER,,,5.85,101,5.8,62.1,,1:09.61,67.4,63.0,1218,3/4,3,7,SAFEER,$33,78,50.5,R WOODWORTH,M CLEMENTS,7,7-7-03,1:09.61,0.9L,496kg
11/08/2019,7,C2,1200,T,GOOD,4,SPECIAL KING,VIS,82,515,52.5,49.5,5,APP WH KOK,HW TAN,1-1-04,4,1:09.70,1.4,,,SPECIAL KING,,,5.91,101,0.5,61.5,,1:09.70,66.4,62.5,1210,1/2,4,4,SPECIAL KING,$27,82,49.5,WH KOK,HW TAN,5,1-1-04,1:09.70,1.4L,515kg
11/08/2019,7,C2,1200,T,GOOD,6,MAGIC WAND,"B, TT",80,536,51.5,51.5,8,CC WONG,KS TAN,3-2-05,5,1:09.82,2.2,,,MAGIC WAND,,,5.97,100,2.4,60.3,,1:09.82,69.5,62.8,1218,3/4,5,6,MAGIC WAND,$87,80,51.5,CC WONG,KS TAN,8,3-2-05,1:09.82,2.15L,536kg
11/08/2019,7,C2,1200,T,GOOD,5,DUTROW,"B, TT",80,490,51.5,52,6,M KELLADY,S BAERTSCHIGER,5-5-06,6,1:10.19,4.5,,,DUTROW,,,6.11,101,5.6,59.4,,1:10.19,67,62.6,1219,2 1/4,6,5,DUTROW,$82,80,52,M KELLADY,S BAERTSCHIGER,6,5-5-06,1:10.19,4.4L,490kg
11/08/2019,7,C2,1200,T,GOOD,3,CURVATURE,TT,84,513,53.5,50.5,3,APP R ISKANDAR,DL FREEDMAN,2-4-07,7,1:10.53,6.5,,,CURVATURE,,,6.17,101,3.3,58.9,,1:10.53,66.6,62.1,1216,2,7,3,CURVATURE,$108,84,50.5,R ISKANDAR,DL FREEDMAN,3,2-4-07,1:10.53,6.4L,513kg
11/08/2019,7,C2,1200,T,GOOD,2,SUPER FORTUNE,B,86,514,54.5,54.5,1,C MURRAY,HW TAN,8-8-08,8,1:10.57,6.7,,,SUPER FORTUNE,,,6.03,101,7.1,60.3,,1:10.57,66.7,61.8,1210,head,8,2,SUPER FORTUNE,$151,86,54.5,C MURRAY,HW TAN,1,8-8-08,1:10.57,6.6L,514kg
11/08/2019,8,C5,1600,P,GOOD,4,QINGDAO,"B, TT",38,492,59.5,56.5,4,APP T KRISNA,CT KUAH,4-4-01,1,1:40.90,0,,,QINGDAO,,,6.37,101,4.2,57,,1:40.90,63.6,57.9,1624,-,1,4,QINGDAO,$137,38,56.5,T KRISNA,CT KUAH,4,4-4-01,1:40.90,--,492kg
11/08/2019,8,C5,1600,P,GOOD,12,SCOOTER,WK,31,450,56,56,6,M EWE,D KOH,3-1-02,2,1:41.44,3.3,,,SCOOTER,,,6.55,101,1.5,55.5,,1:41.44,62.1,57.7,1627,3 1/4,2,12,SCOOTER,$129,31,56,M EWE,D KOH,6,3-1-02,1:41.44,3.25L,450kg
11/08/2019,8,C5,1600,P,GOOD,10,SHANGANI,WK,33,432,57,57,9,C MURRAY,J PETERS,6-5-03,3,1:41.59,4.3,,,SHANGANI,,,6.49,101,4.7,56,,1:41.59,63.9,58.0,1636,1,3,10,SHANGANI,$25,33,57,C MURRAY,J PETERS,9,6-5-03,1:41.59,4.25L,432kg
11/08/2019,8,C5,1600,P,GOOD,1,JK FLASH,,39,462,60,60,3,J POWELL,J O'HARA,5-6-04,4,1:41.85,5.8,,,JK FLASH,,,6.49,101,2.8,56,,1:41.85,61.8,56.9,1611,1 1/2,4,1,JK FLASH,$19,39,60,J POWELL,J O'HARA,3,5-6-04,1:41.85,5.75L,462kg
11/08/2019,8,C5,1600,P,GOOD,11,DRAGONITE,,31,532,56,56,10,A COLLETT,RB MARSH,7-7-05,5,1:42.01,6.8,,,DRAGONITE,,,6.72,101,8.5,54.1,,1:42.01,62.4,57.3,1624,1,5,11,DRAGONITE,$32,31,56,MS A COLLETT,RB MARSH,10,7-7-05,1:42.01,6.75L,532kg
11/08/2019,8,C5,1600,P,GOOD,9,NEO'S CLASSIC,"B, TT",33,524,57,57,12,R WOODWORTH,D KOK,10-10-06,6,1:42.17,7.8,,,NEO'S CLASSIC,,,6.37,101,4,57,,1:42.17,61.8,57.3,1628,1,6,9,NEO'S CLASSIC,$30,33,57,R WOODWORTH,D KOK,12,10-10-06,1:42.17,7.75L,524kg
11/08/2019,8,C5,1600,P,GOOD,8,SHE'S THE ONE,"B, TT",35,512,58,58,7,I SAIFUDIN,KY YOUNG,9-8-07,7,1:42.55,10.1,,,SHE'S THE ONE,,,6.63,101,8.1,54.8,,1:42.55,61.2,57.2,1631,2 1/4,7,8,SHE'S THE ONE,$36,35,58,I SAIFUDIN,KY YOUNG,7,9-8-07,1:42.55,10L,512kg
11/08/2019,8,C5,1600,P,GOOD,3,HOOGA NET,B,38,461,59.5,56.5,5,APP WH KOK,L KHOO,8-9-08,8,1:42.65,10.6,,,HOOGA NET,,,6.63,101,6.1,54.8,,1:42.65,62.4,56.9,1623,1/2,8,3,HOOGA NET,$166,38,56.5,WH KOK,L KHOO,5,8-9-08,1:42.65,10.5L,461kg
11/08/2019,8,C5,1600,P,GOOD,2,EVIL SPEEDO,P,38,542,59.5,59.5,11,S JOHN,D KOK,11-11-09,9,1:42.75,11.1,,,EVIL SPEEDO,,,6.69,101,4.1,54.3,,1:42.75,61.8,57.0,1629,1/2,9,2,EVIL SPEEDO,$39,38,59.5,S JOHN,D KOK,11,11-11-09,1:42.75,11L,542kg
11/08/2019,8,C5,1600,P,GOOD,6,GIFTED HEART,,37,455,59,59,1,P MOLONEY,CT KUAH,1-2-10,10,1:43.63,16.4,,,GIFTED HEART,,,7.24,101,1.6,50.2,,1:43.63,63.3,55.9,1610,5 1/4,10,6,GIFTED HEART,$199,37,59,P MOLONEY,CT KUAH,1,1-2-10,1:43.63,16.25L,455kg
11/08/2019,8,C5,1600,P,GOOD,7,METEOR LOUI,PP,36,498,58.5,55.5,2,APP CK NG,CT KUAH,2-3-11,11,1:44.85,23.9,,,METEOR LOUI,,,7.7,101,0.5,47.2,,1:44.85,64.9,55.6,1619,7 1/2,11,7,METEOR LOUI,$701,36,55.5,CK NG,CT KUAH,2,2-3-11,1:44.85,23.75L,498kg
11/08/2019,8,C5,1600,P,GOOD,5,SUGARTIME JAZZ,"B, TT",38,525,59.5,56.5,8,APP WS CHAN,HW TAN,12-12-12,12,1:45.22,26.2,,,SUGARTIME JAZZ,,,6.98,101,4.1,52.1,,1:45.22,60.6,55.6,1627,2 1/4,12,5,SUGARTIME JAZZ,$70,38,56.5,WS CHAN,HW TAN,8,12-12-12,1:45.22,26L,525kg
11/08/2019,9,C3,1400,T,GOOD,7,REAL SUCCESS,,69,537,55,55,5,V DURIC,M CLEMENTS,5-5-01,1,1:22.16,0,,,REAL SUCCESS,,,6.08,101,4.4,59.7,,1:22.16,70.1,61.9,1412,-,1,7,REAL SUCCESS,$20,69,55,V DURIC,M CLEMENTS,5,5-5-01,1:22.16,--,537kg
11/08/2019,9,C3,1400,T,GOOD,10,GOLD STAR,,65,465,53,53,10,P MOLONEY,C BROWN,10-4-02,2,1:22.17,0.1,,,GOLD STAR,,,6.2,101,3.7,58.6,,1:22.17,68.8,62.0,1415,nose,2,10,GOLD STAR,$50,65,53,P MOLONEY,C BROWN,10,10-4-02,1:22.17,0.1L,465kg
11/08/2019,9,C3,1400,T,GOOD,6,CHALAZA,,69,497,55,52,2,APP WH KOK,S BURRIDGE,6-7-03,3,1:22.26,0.6,,,CHALAZA,,,6.11,101,6.1,59.4,,1:22.26,69.6,62.0,1415,1/2,3,6,CHALAZA,$125,69,52,WH KOK,S BURRIDGE,2,6-7-03,1:22.26,0.6L,497kg
11/08/2019,9,C3,1400,T,GOOD,8,ELITE INCREDIBLE,TT,67,477,54,54,6,R WOODWORTH,C BROWN,8-2-04,4,1:22.40,1.6,,,ELITE INCREDIBLE,,,6.29,101,2.3,57.8,,1:22.40,69.2,62.0,1420,1,4,8,ELITE INCREDIBLE,$11,67,54,R WOODWORTH,C BROWN,6,8-2-04,1:22.40,1.6L,477kg
11/08/2019,9,C3,1400,T,GOOD,11,QUADCOPTER,"B, TT",60,499,50.5,50.5,3,CC WONG,H TAKAOKA,4-8-05,5,1:22.54,2.4,,,QUADCOPTER,,,6.06,101,4.7,60,,1:22.54,68.5,61.5,1410,3/4,5,11,QUADCOPTER,$57,60,50.5,CC WONG,H TAKAOKA,3,4-8-05,1:22.54,2.35L,499kg
11/08/2019,9,C3,1400,T,GOOD,2,ELITE CONQUEST,"B, TT",76,530,58.5,58.5,1,D MOOR,DL FREEDMAN,7-10-06,6,1:22.78,3.9,,,ELITE CONQUEST,,,6.26,101,6.3,58.1,,1:22.78,68.2,61.5,1413,1 1/2,6,2,ELITE CONQUEST,$55,76,58.5,D MOOR,DL FREEDMAN,1,7-10-06,1:22.78,3.85L,530kg
11/08/2019,9,C3,1400,T,GOOD,9,SIAM WARRIOR,WK,67,511,54,54,9,C MURRAY,J PETERS,9-9-07,7,1:22.85,4.4,,,SIAM WARRIOR,,,6.34,101,8.8,57.3,,1:22.85,68.1,61.7,1419,1/2,7,9,SIAM WARRIOR,$293,67,54,C MURRAY,J PETERS,9,9-9-07,1:22.85,4.35L,511kg
11/08/2019,9,C3,1400,T,GOOD,5,WASSERGEIST,TT,71,548,56,56,8,J POWELL,S BAERTSCHIGER,1-1-08,8,1:22.96,5.2,,,WASSERGEIST,,,6.75,101,2.3,53.8,,1:22.96,72,61.3,1411,3/4,8,5,WASSERGEIST,$43,71,56,J POWELL,S BAERTSCHIGER,8,1-1-08,1:22.96,5.1L,548kg
11/08/2019,9,C3,1400,T,GOOD,4,NATIONALITY,,72,517,56.5,53.5,4,APP R ISKANDAR,DL FREEDMAN,3-6-09,9,1:23.16,6.5,,,NATIONALITY,,,6.46,101,2.8,56.2,,1:23.16,70.8,61.1,1410,1 1/4,9,4,NATIONALITY,$60,72,53.5,R ISKANDAR,DL FREEDMAN,4,3-6-09,1:23.16,6.35L,517kg
11/08/2019,9,C3,1400,T,GOOD,3,ROBIN HOOD,TT,75,516,58,58,7,M LERNER,HW TAN,2-3-10,10,1:23.46,8.3,,,ROBIN HOOD,,,6.69,101,4.4,54.3,,1:23.46,70.8,61.0,1414,1 3/4,10,3,ROBIN HOOD,$220,75,58,M LERNER,HW TAN,7,2-3-10,1:23.46,8.1L,516kg
11/08/2019,9,C3,1400,T,GOOD,1,ONLY WIN,"WK, TT",77,509,59,59,11,M EWE,HW TAN,11-11-11,11,1:23.47,8.4,,,ONLY WIN,,,6.37,101,8.5,57,,1:23.47,67.7,61.0,1415,short head,11,1,ONLY WIN,$306,77,59,M EWE,HW TAN,11,11-11-11,1:23.47,8.25L,509kg
11/08/2019,10,C4,1200,P,GOOD,5,HUGO,B,58,480,55.5,52.5,7,APP WH KOK,S GRAY,9-5-01,1,1:11.55,0,,,HUGO,,,6.34,101,4.1,57.3,,1:11.55,68.5,61.5,1225,-,1,5,HUGO,$14,58,52.5,WH KOK,S GRAY,7,9-5-01,1:11.55,--,480kg
11/08/2019,10,C4,1200,P,GOOD,2,DUSSELDORF,"B, TT",62,463,57.5,57.5,3,M KELLADY,KS TAN,3-3-02,2,1:11.78,1.5,,,DUSSELDORF,,,6.55,101,3,55.5,,1:11.78,69.2,61.3,1225,1 1/2,2,2,DUSSELDORF,$64,62,57.5,M KELLADY,KS TAN,3,3-3-02,1:11.78,1.5L,463kg
11/08/2019,10,C4,1200,P,GOOD,3,HOWL,,61,459,57,56,4,T REHAIZAT,D MEAGHER,1-1-03,3,1:11.80,1.7,,,HOWL,,,6.57,100,1.4,54.7,,1:11.80,69.7,60.9,1218,head,3,3,HOWL,$93,61,56,T REHAIZAT,D MEAGHER,4,1-1-03,1:11.80,1.7L,459kg
11/08/2019,10,C4,1200,P,GOOD,4,YULONG EXPRESS,,59,505,56,56,8,M RODD,DL FREEDMAN,8-7-04,4,1:12.04,3.2,,,YULONG EXPRESS,,,6.57,101,4.3,55.3,,1:12.04,70,60.8,1220,1 1/2,4,4,YULONG EXPRESS,$15,59,56,M RODD,DL FREEDMAN,8,8-7-04,1:12.04,3.2L,505kg
11/08/2019,10,C4,1200,P,GOOD,1,TERRIFIC,,65,503,59,59,10,M EWE,D KOK,11-9-05,5,1:12.10,3.7,,,TERRIFIC,,,6.46,101,6.6,56.2,,1:12.10,68.9,60.9,1223,1/2,5,1,TERRIFIC,$156,65,59,M EWE,D KOK,10,11-9-05,1:12.10,3.7L,503kg
11/08/2019,10,C4,1200,P,GOOD,12,SUPER TALENT,,53,480,53,53,12,CC WONG,KY YOUNG,12-12-06,6,1:12.13,4,,,SUPER TALENT,,,6.43,101,9.7,56.5,,1:12.13,68.1,61.1,1227,neck,6,12,SUPER TALENT,$75,53,53,CC WONG,KY YOUNG,12,12-12-06,1:12.13,4L,480kg
11/08/2019,10,C4,1200,P,GOOD,9,HEART OF COURAGE,"BP, TT",55,501,54,54,6,R WOODWORTH,M WALKER,6-6-07,7,1:12.28,5,,,HEART OF COURAGE,,,6.66,100,7.5,54,,1:12.28,68.9,61.1,1231,1,7,9,HEART OF COURAGE,$54,55,54,R WOODWORTH,M WALKER,6,6-6-07,1:12.28,5L,501kg
11/08/2019,10,C4,1200,P,GOOD,8,ATLANTEAN,VIS,55,448,54,54,5,I SAIFUDIN,HW TAN,10-11-08,8,1:12.31,5.2,,,ATLANTEAN,,,6.4,101,4.8,56.8,,1:12.31,68.5,60.5,1218,head,8,8,ATLANTEAN,$212,55,54,I SAIFUDIN,HW TAN,5,10-11-08,1:12.31,5.2L,448kg
11/08/2019,10,C4,1200,P,GOOD,6,SEA DRAGON,,58,533,55.5,54.5,11,TH KOH,J LIM,7-10-09,9,1:12.32,5.3,,,SEA DRAGON,,,6.6,101,9,55,,1:12.32,68.5,61.0,1229,nose,9,6,SEA DRAGON,$72,58,54.5,TH KOH,J LIM,11,7-10-09,1:12.32,5.3L,533kg
11/08/2019,10,C4,1200,P,GOOD,7,SIAM SAPPHIRE,,58,495,55.5,53.5,2,APP S SHAFRIZAL,M CLEMENTS,4-4-10,10,1:12.34,5.5,,,SIAM SAPPHIRE,,,6.69,101,0.5,54.3,,1:12.34,68.8,60.6,1220,head,10,7,SIAM SAPPHIRE,$100,58,53.5,S SHAFRIZAL,M CLEMENTS,2,4-4-10,1:12.34,5.5L,495kg
11/08/2019,10,C4,1200,P,GOOD,11,GOOD CATCH,,53,475,53,53,9,C MURRAY,J LIM,2-2-11,11,1:12.45,6.3,,,GOOD CATCH,,,6.89,101,3,52.7,,1:12.45,69.6,60.6,1224,3/4,11,11,GOOD CATCH,$174,53,53,C MURRAY,J LIM,9,2-2-11,1:12.45,6.25L,475kg
11/08/2019,10,C4,1200,P,GOOD,10,TINGLE MARC,"BP1, TT",55,532,54,54,1,M LERNER,S BURRIDGE,5-8-12,12,1:13.84,14.8,,,TINGLE MARC,,,7.67,101,0.8,47.4,,1:13.84,68.9,59.1,1216,8 1/2,12,10,TINGLE MARC,$73,55,54,M LERNER,S BURRIDGE,1,5-8-12,1:13.84,14.75L,532kg
16/08/2019,1,C5,1400,T,GOOD,8,BASILISK,SR,44,468,58,56,3,APP J SEE,L KHOO,8-6-01,1,1:23.76,0,,,BASILISK,,,6.2,101,6.9,58.6,,1:23.76,66,61.0,1422,-,1,8,BASILISK,$23,44,56,J SEE,L KHOO,3,8-6-01,1:23.76,--,468kg
16/08/2019,1,C5,1400,T,GOOD,4,BORN TO WIN,B,46,473,59,58,2,S NOH,J O'HARA,5-4-02,2,1:24.10,2,,,BORN TO WIN,,,6.4,101,7,56.8,,1:24.10,66.7,60.8,1423,2,2,4,BORN TO WIN,$49,46,58,S NOH,J O'HARA,2,5-4-02,1:24.10,2L,473kg
16/08/2019,1,C5,1400,T,GOOD,1,KRANJI GOLD,,48,509,60,60,8,M RODD,R LE GRANGE,1-2-03,3,1:24.26,3,,,KRANJI GOLD,,,6.46,101,4,56.2,,1:24.26,68.5,60.6,1421,1,3,1,KRANJI GOLD,$22,48,60,M RODD,R LE GRANGE,8,1-2-03,1:24.26,3L,509kg
16/08/2019,1,C5,1400,T,GOOD,7,PRINCE PEGASUS,VIS,46,532,59,58,9,R ZAWARI,M WALKER,11-11-04,4,1:24.45,4,,,PRINCE PEGASUS,,,6.23,100,7.6,57.8,,1:24.45,66,60.4,1420,1,4,7,PRINCE PEGASUS,$129,46,58,R ZAWARI,M WALKER,9,11-11-04,1:24.45,4L,532kg
16/08/2019,1,C5,1400,T,GOOD,6,LIM'S FORCE,"B, TT, EM",46,485,59,56,7,APP WH KOK,S BURRIDGE,4-5-05,5,1:24.47,4.2,,,LIM'S FORCE,,,6.37,101,2.1,57,,1:24.47,67.1,60.3,1418,head,5,6,LIM'S FORCE,$149,46,56,WH KOK,S BURRIDGE,7,4-5-05,1:24.47,4.2L,485kg
16/08/2019,1,C5,1400,T,GOOD,10,SILVER JOY,"B, TT",44,456,58,58,5,A COLLETT,RB MARSH,9-8-06,6,1:24.73,5.7,,,SILVER JOY,,,6.4,100,4.3,56.2,,1:24.73,67.4,60.2,1418,1 1/2,6,10,SILVER JOY,$169,44,58,MS A COLLETT,RB MARSH,5,9-8-06,1:24.73,5.7L,456kg
16/08/2019,1,C5,1400,T,GOOD,5,GOLDEN THUNDER,"B, TT",46,487,59,58,11,TH KOH,CT KUAH,2-3-07,7,1:24.73,5.8,,,GOLDEN THUNDER,,,6.55,101,7,55.5,,1:24.73,69.7,60.4,1425,nose,7,5,GOLDEN THUNDER,$59,46,58,TH KOH,CT KUAH,11,2-3-07,1:24.73,5.8L,487kg
16/08/2019,1,C5,1400,T,GOOD,3,ROYAL PAVILION,B,47,529,59.5,59.5,6,V DURIC,M CLEMENTS,3-1-08,8,1:24.88,6.8,,,ROYAL PAVILION,,,6.75,101,2.1,53.8,,1:24.88,68.5,60.0,1417,1,8,3,ROYAL PAVILION,$11,47,59.5,V DURIC,M CLEMENTS,6,3-1-08,1:24.88,6.8L,529kg
16/08/2019,1,C5,1400,T,GOOD,2,LOOKS GOOD,,48,504,60,60,4,R WOODWORTH,D MEAGHER,7-7-09,9,1:25.08,8.1,,,LOOKS GOOD,,,6.6,101,7,55,,1:25.08,66.7,60.2,1426,1 1/4,9,2,LOOKS GOOD,$119,48,60,R WOODWORTH,D MEAGHER,4,7-7-09,1:25.08,8.05L,504kg
16/08/2019,1,C5,1400,T,GOOD,11,I'M THE MAN,B,42,479,57,54,1,APP R ISKANDAR,DL FREEDMAN,6-9-10,10,1:25.25,9.1,,,I'M THE MAN,,,6.63,101,1.3,54.8,,1:25.25,66,59.7,1416,1,10,11,I'M THE MAN,$534,42,54,R ISKANDAR,DL FREEDMAN,1,6-9-10,1:25.25,9.05L,479kg
16/08/2019,1,C5,1400,T,GOOD,9,LARCENY,,44,533,58,58,10,P MOLONEY,S GRAY,10-10-11,11,1:25.63,11.4,,,LARCENY,,,6.83,101,7,53.2,,1:25.63,66,59.8,1425,2 1/4,11,9,LARCENY,$368,44,58,P MOLONEY,S GRAY,10,10-10-11,1:25.63,11.3L,533kg
16/08/2019,2,M,1100,P,GOOD,3,COMING THROUGH,,0,468,57.5,56.5,7,S NOH,D KOH,1-1-01,1,1:05.07,0,,,COMING THROUGH,,,6.4,101,1,56.8,,1:05.07,68.9,61.4,1111,-,1,3,COMING THROUGH,$9,--,56.5,S NOH,D KOH,7,1-1-01,1:05.07,--,468kg
16/08/2019,2,M,1100,P,GOOD,4,GOLDEN KID,,0,474,57.5,54.5,3,APP WH KOK,J LIM,3-2-02,2,1:05.58,3,,,GOLDEN KID,,,6.46,101,3.3,56.2,,1:05.58,68.3,61.2,1115,3,2,4,GOLDEN KID,$17,--,54.5,WH KOK,J LIM,3,3-2-02,1:05.58,3L,474kg
16/08/2019,2,M,1100,P,GOOD,6,STAR FIFTYTWO,,0,488,57.5,57.5,6,S JOHN,L DRAGON,4-5-03,3,1:05.86,4.8,,,STAR FIFTYTWO,,,6.43,101,4,56.5,,1:05.86,68.9,60.9,1115,1 3/4,3,6,STAR FIFTYTWO,$45,--,57.5,S JOHN,MS L DRAGON,6,4-5-03,1:05.86,4.75L,488kg
16/08/2019,2,M,1100,P,GOOD,2,EASY SOUTH EAST,TT,50,452,57.5,55.5,2,APP S SHAFRIZAL,J PETERS,2-3-04,4,1:06.17,6.8,,,EASY SOUTH EAST,,,6.63,101,4.2,54.8,,1:06.17,68.5,60.3,1110,2,4,2,EASY SOUTH EAST,$27,50,55.5,S SHAFRIZAL,J PETERS,2,2-3-04,1:06.17,6.75L,452kg
16/08/2019,2,M,1100,P,GOOD,8,HOSTWIN QUEEN,"B, EM",43,440,56,56,1,I SAIFUDIN,HW TAN,7-6-05,5,1:07.00,11.8,,,HOSTWIN QUEEN,,,6.69,101,7.7,54.3,,1:07.00,67.7,59.6,1111,5,5,8,HOSTWIN QUEEN,$202,43,56,I SAIFUDIN,HW TAN,1,7-6-05,1:07.00,11.75L,440kg
16/08/2019,2,M,1100,P,GOOD,5,KADIMA,TT,0,545,57.5,57.5,8,D MOOR,J LIM,5-4-06,6,1:07.18,12.8,,,KADIMA,,,7.09,101,4.6,51.2,,1:07.18,68.5,60.0,1120,1,6,5,KADIMA,$104,--,57.5,D MOOR,J LIM,8,5-4-06,1:07.18,12.75L,545kg
16/08/2019,2,M,1100,P,GOOD,7,VICTORY JOY,"PP, EM",0,444,57.5,56.5,5,Z ZURIMAN,L KHOO,6-7-07,7,1:07.41,14.3,,,VICTORY JOY,,,6.92,101,7.3,52.5,,1:07.41,67.4,59.5,1116,1 1/2,7,7,VICTORY JOY,$144,--,56.5,Z ZURIMAN,L KHOO,5,6-7-07,1:07.41,14.25L,444kg
16/08/2019,2,M,1100,P,GOOD,9,COMECATCHME,EM,42,469,55,53,4,APP J SEE,ZL MOK,8-8-08,8,1:07.67,15.8,,,COMECATCHME,,,6.83,101,11.7,53.2,,1:07.67,67.4,59.2,1113,1 1/2,8,9,COMECATCHME,$690,42,53,J SEE,ZL MOK,4,8-8-08,1:07.67,15.75L,469kg
16/08/2019,3,C4,1100,P,GOOD,10,NORTHERN SUN,B,52,510,52.5,52.5,9,CC WONG,D KOH,5-7-01,1,1:05.40,0,,,NORTHERN SUN,,,6.11,101,4.8,59.4,,1:05.40,67.8,61.6,1120,-,1,10,NORTHERN SUN,$23,52,52.5,CC WONG,D KOH,9,5-7-01,1:05.40,--,510kg
16/08/2019,3,C4,1100,P,GOOD,4,JUSTICE LIGHT,TT,62,474,57.5,55.5,2,APP J SEE,KY YOUNG,4-1-02,2,1:05.57,1,,,JUSTICE LIGHT,,,6.46,101,3.2,56.2,,1:05.57,67.8,60.9,1110,1,2,4,JUSTICE LIGHT,$58,62,55.5,J SEE,KY YOUNG,2,4-1-02,1:05.57,1L,474kg
16/08/2019,3,C4,1100,P,GOOD,5,LIM'S PASSION,,59,482,56,56,12,R WOODWORTH,S BURRIDGE,8-9-03,3,1:05.82,2.5,,,LIM'S PASSION,,,6.26,101,7.2,58.1,,1:05.82,69.6,61.4,1124,1 1/2,3,5,LIM'S PASSION,$28,59,56,R WOODWORTH,S BURRIDGE,12,8-9-03,1:05.82,2.5L,482kg
16/08/2019,3,C4,1100,P,GOOD,1,SOLDADO,"B, TT",67,486,60,57,1,APP WH KOK,S BAERTSCHIGER,7-6-04,4,1:05.96,3.3,,,SOLDADO,,,6.34,101,1.2,57.3,,1:05.96,67.4,60.6,1113,3/4,4,1,SOLDADO,$17,67,57,WH KOK,S BAERTSCHIGER,1,7-6-04,1:05.96,3.25L,486kg
16/08/2019,3,C4,1100,P,GOOD,9,FOREVER GOOD,B,52,534,52.5,49.5,6,APP R ISKANDAR,KY YOUNG,3-4-05,5,1:06.03,3.8,,,FOREVER GOOD,,,6.37,101,4.4,57,,1:06.03,67.7,60.8,1117,1/2,5,9,FOREVER GOOD,$249,52,49.5,R ISKANDAR,KY YOUNG,6,3-4-05,1:06.03,3.75L,534kg
16/08/2019,3,C4,1100,P,GOOD,7,BIG ELEPHANT,"B, TT",53,452,53,53,4,A COLLETT,D LOGAN,2-2-06,6,1:06.23,5.1,,,BIG ELEPHANT,,,6.55,101,3.9,55.5,,1:06.23,67.7,60.4,1113,1 1/4,6,7,BIG ELEPHANT,$130,53,53,MS A COLLETT,MS D LOGAN,4,2-2-06,1:06.23,5L,452kg
16/08/2019,3,C4,1100,P,GOOD,8,REIGN,TT,53,482,53,53,3,P MOLONEY,J O'HARA,10-5-07,7,1:06.24,5.2,,,REIGN,,,6.63,101,2.7,54.8,,1:06.24,68.1,60.3,1111,nose,7,8,REIGN,$225,53,53,P MOLONEY,J O'HARA,3,10-5-07,1:06.24,5.1L,482kg
16/08/2019,3,C4,1100,P,GOOD,3,LIM'S SHOT,,65,493,59,56,5,CS CHIN,J TAN,11-8-08,8,1:06.52,7,,,LIM'S SHOT,,,6.55,101,5.6,55.5,,1:06.52,68,60.4,1118,1 3/4,8,3,LIM'S SHOT,$32,65,56,CS CHIN,J TAN,5,11-8-08,1:06.52,6.85L,493kg
16/08/2019,3,C4,1100,P,GOOD,12,RED RIDING WOOD,B,49,467,51,50,8,MM FIRDAUS,M WALKER,12-12-09,9,1:06.79,8.8,,,RED RIDING WOOD,,,6.43,101,2.9,56.5,,1:06.79,66.5,59.8,1112,1 3/4,9,12,RED RIDING WOOD,$384,49,50,MM FIRDAUS,M WALKER,8,12-12-09,1:06.79,8.6L,467kg
16/08/2019,3,C4,1100,P,GOOD,2,COUNTRY BOSS,B,66,512,59.5,56.5,7,APP A SYAHIR,KS TAN,1-3-10,10,1:07.05,10.3,,,COUNTRY BOSS,,,6.92,101,6.1,52.5,,1:07.05,68.1,60.1,1122,1 1/2,10,2,COUNTRY BOSS,$36,66,56.5,A SYAHIR,KS TAN,7,1-3-10,1:07.05,10.1L,512kg
16/08/2019,3,C4,1100,P,GOOD,6,PIONEER SEVEN,"TT, EM",55,519,54,54,11,D MOOR,ZL MOK,9-11-11,11,1:07.76,14.6,,,PIONEER SEVEN,,,7.18,101,8.4,50.6,,1:07.76,67.4,59.6,1123,4 1/4,11,6,PIONEER SEVEN,$89,55,54,D MOOR,ZL MOK,11,9-11-11,1:07.76,14.35L,519kg
16/08/2019,3,C4,1100,P,GOOD,11,DASH,,51,455,52,51,10,TH KOH,J LIM,6-10-12,12,1:07.99,16.1,,,DASH,,,7.04,101,6,51.6,,1:07.99,70.8,59.7,1128,1 1/2,12,11,DASH,$99,51,51,TH KOH,J LIM,10,6-10-12,1:07.99,15.85L,455kg
16/08/2019,4,C4,1400,T,GOOD,9,PENNSYLVANIA,,48,496,50.5,47.5,6,APP CK NG,J TAN,3-3-01,1,1:23.09,0,,,PENNSYLVANIA,,,6.06,101,2,60,,1:23.09,68.5,61.2,1413,-,1,9,PENNSYLVANIA,$161,48,47.5,CK NG,J TAN,6,3-3-01,1:23.09,--,496kg
