date,race,class,distance,surface,condition,horse_number,horse_name,gear,horse_rating,horse_weight,hcp_weight,c_wt,bar,jockey,trainer,running_position,pl,time,lbw,,,,,,l100m_time_2,l100m_distance_2,off_rail_2,l100m_km_hr_2,,time_2,peak_km_hr_2,avg_km_hr_2,distance_traveled_2,margin_2,finish_3,no_3,horse_name_3,win_div_3,rating_3,c_weight_3,jockey_3,trainer_3,draw_3,running_pos_3,finish_time_3,lbw_3,h_weight_3
24/06/2018,6,A,1400,T,GOOD,8,FORTUNE WINNER,B,96,526,56.5,55.5,2,M EWE,L DRAGON,7-8-2014,14,1:24.75,14.1,,,FORTUNE WINNER,,,7.24,101,4.5,50.2,,1:24.75,67.4,60.2,1420,4 1/2,14,8,FORTUNE WINNER,$128,96,55.5,M EWE,MS L DRAGON,2,7-8-2014,1:24.75,14L,526kg
24/06/2018,7,C4,1600,T,GOOD,4,SACRED GALAXY,TT,58,501,56.5,56.5,5,R CURATOLO,M WALKER,8-5-2001,1,1:35.90,0,,,SACRED GALAXY,,,6.31,101,9.3,57.5,,1:35.90,66.3,61.0,1626,-,1,4,SACRED GALAXY,$117,58,56.5,R CURATOLO,M WALKER,5,8-5-2001,1:35.90,--,501kg
24/06/2018,7,C4,1600,T,GOOD,8,PARADOR,EM,56,544,55.5,55.5,2,O PLACAIS,D HILL,10-11-2002,2,1:36.23,2,,,PARADOR,,,6.26,100,11.5,57.5,,1:36.23,64.9,60.8,1626,2,2,8,PARADOR,$97,56,55.5,O PLACAIS,D HILL,2,10-11-2002,1:36.23,2L,544kg
24/06/2018,7,C4,1600,T,GOOD,9,SMART RACER,WK,56,543,55.5,52.5,1,APP P DELLORTO,M YUSOF,9-9-2003,3,1:36.30,2.5,,,SMART RACER,,,6.23,101,9.4,58.3,,1:36.30,64.6,60.6,1622,1/2,3,9,SMART RACER,$60,56,52.5,P DELLORTO,M YUSOF,1,9-9-2003,1:36.30,2.5L,543kg
24/06/2018,7,C4,1600,T,GOOD,1,LUCKY TIGER,WK,61,498,58,58,7,D MOOR,DL FREEDMAN,3-2-2004,4,1:36.35,2.8,,,LUCKY TIGER,,,6.46,101,5.3,56.2,,1:36.35,65.6,60.5,1620,neck,4,1,LUCKY TIGER,$75,61,58,D MOOR,DL FREEDMAN,7,3-2-2004,1:36.35,2.8L,498kg
24/06/2018,7,C4,1600,T,GOOD,3,HENG KINGDOM,"B, TT",58,477,56.5,56.5,11,V DURIC,S GRAY,11-10-2005,5,1:36.36,2.9,,,HENG KINGDOM,,,6.26,101,6.3,58.1,,1:36.36,65.3,60.5,1621,short head,5,3,HENG KINGDOM,$27,58,56.5,V DURIC,S GRAY,11,11-10-2005,1:36.36,2.95L,477kg
24/06/2018,7,C4,1600,T,GOOD,7,MOMENT OF JUSTICE,"B, TT",56,487,55.5,55.5,8,A COLLETT,M WALKER,5-6-2006,6,1:36.44,3.4,,,MOMENT OF JUSTICE,,,6.4,101,8.2,56.8,,1:36.44,65.6,60.7,1628,1/2,6,7,MOMENT OF JUSTICE,$85,56,55.5,MS A COLLETT,M WALKER,8,5-6-2006,1:36.44,3.45L,487kg
24/06/2018,7,C4,1600,T,GOOD,11,OLIVER,B,51,511,53,53,12,APP E FINNEGAN,S BAERTSCHIGER,1-1-2007,7,1:36.68,4.9,,,OLIVER,,,6.78,101,2.6,53.6,,1:36.68,67.4,60.3,1620,1 1/2,7,11,OLIVER,$39,51,53,MS E FINNEGAN,S BAERTSCHIGER,12,1-1-2007,1:36.68,4.95L,511kg
24/06/2018,7,C4,1600,T,GOOD,2,WAIALAE,B,61,490,58,58,9,M RODD,DL FREEDMAN,6-4-2008,8,1:36.82,5.7,,,WAIALAE,,,6.66,101,5.9,54.5,,1:36.82,65.6,60.3,1624,3/4,8,2,WAIALAE,$22,61,58,M RODD,DL FREEDMAN,9,6-4-2008,1:36.82,5.7L,490kg
24/06/2018,7,C4,1600,T,GOOD,10,SILENT PRINCE,B,54,435,54.5,54.5,6,B VORSTER,S BAERTSCHIGER,4-7-2009,9,1:37.01,7,,,SILENT PRINCE,,,6.78,101,7.9,53.6,,1:37.01,66,60.2,1624,1 1/4,9,10,SILENT PRINCE,$25,54,54.5,B VORSTER,S BAERTSCHIGER,6,4-7-2009,1:37.01,6.95L,435kg
24/06/2018,7,C4,1600,T,GOOD,12,ISTANA,B,50,487,52.5,52.5,10,C GRYLLS,H TAKAOKA,2-3-2010,10,1:37.13,7.8,,,ISTANA,,,6.57,100,4.8,54.7,,1:37.13,66.7,60.2,1624,3/4,10,12,ISTANA,$142,50,52.5,C GRYLLS,H TAKAOKA,10,2-3-2010,1:37.13,7.7L,487kg
24/06/2018,7,C4,1600,T,GOOD,5,HONGCHEN,B,57,470,56,55,3,APP CC WONG,J SAIMEE,7-8-2011,11,1:37.57,10.6,,,HONGCHEN,,,7.04,101,3.1,51.6,,1:37.57,66,59.6,1618,2 3/4,11,5,HONGCHEN,$37,57,55,CC WONG,J SAIMEE,3,7-8-2011,1:37.57,10.45L,470kg
24/06/2018,7,C4,1600,T,GOOD,13,CHEETAH KING,,45,431,50,50.5,4,Z ZURIMAN,L KHOO,12-12-2012,12,1:38.56,16.6,,,CHEETAH KING,,,7.21,100,5.2,49.9,,1:38.56,64,59.2,1621,6,12,13,CHEETAH KING,$114,45,50.5,Z ZURIMAN,L KHOO,4,12-12-2012,1:38.56,16.45L,431kg
24/06/2018,8,G1,1600,T,GOOD,3,ELITE INVINCIBLE,B,96,511,57,57,2,V DURIC,M WALKER,4-3-2001,1,1:34.31,0,,,ELITE INVINCIBLE,,,6.29,101,3,57.8,,1:34.31,66.4,61.8,1622,-,1,3,ELITE INVINCIBLE,$15,96,57,V DURIC,M WALKER,2,4-3-2001,1:34.31,--,511kg
24/06/2018,8,G1,1600,T,GOOD,4,KINGSMAN,"BB, TT",82,458,57,57,8,C GRYLLS,M WALKER,9-7-2002,2,1:34.32,0.1,,,KINGSMAN,,,6.03,101,10.2,60.3,,1:34.32,66.7,61.8,1621,short head,2,4,KINGSMAN,$189,82,57,C GRYLLS,M WALKER,8,9-7-2002,1:34.32,0.15L,458kg
24/06/2018,8,G1,1600,T,GOOD,2,JUPITER GOLD,,101,492,57,57,5,O PLACAIS,H TAKAOKA,5-4-2003,3,1:34.45,0.9,,,JUPITER GOLD,,,6.31,101,5,57.5,,1:34.45,67,61.9,1628,3/4,3,2,JUPITER GOLD,$30,101,57,O PLACAIS,H TAKAOKA,5,5-4-2003,1:34.45,0.9L,492kg
24/06/2018,8,G1,1600,T,GOOD,6,ONLY WIN,,76,502,57,57,3,A MUNRO,M CLEMENTS,10-10-2004,4,1:34.63,1.9,,,ONLY WIN,,,6.11,101,7,59.4,,1:34.63,66,61.4,1617,1,4,6,ONLY WIN,$38,76,57,A MUNRO,M CLEMENTS,3,10-10-2004,1:34.63,1.9L,502kg
24/06/2018,8,G1,1600,T,GOOD,1,COUNTOFMONTECRISTO,"WK, TT",109,503,57,57,9,R CURATOLO,M CLEMENTS,3-2-2005,5,1:34.76,2.7,,,COUNTOFMONTECRISTO,,,6.49,100,2.2,55.4,,1:34.76,68.5,61.4,1618,3/4,5,1,COUNTOFMONTECRISTO,$22,109,57,R CURATOLO,M CLEMENTS,9,3-2-2005,1:34.76,2.65L,503kg
24/06/2018,8,G1,1600,T,GOOD,9,COULD BE PEARLS,"WK, TT",73,507,57,57,4,M RODD,C BROWN,7-6-2006,6,1:34.78,2.8,,,COULD BE PEARLS,,,6.26,101,10.4,58.1,,1:34.78,67,61.5,1623,short head,6,9,COULD BE PEARLS,$80,73,57,M RODD,C BROWN,4,7-6-2006,1:34.78,2.8L,507kg
24/06/2018,8,G1,1600,T,GOOD,7,LIM'S MAGIC,,74,491,57,57,1,G BOSS,S GRAY,6-5-2007,7,1:35.16,5.1,,,LIM'S MAGIC,,,6.57,101,7.9,55.3,,1:35.16,66.7,61.1,1619,2 1/4,7,7,LIM'S MAGIC,$34,74,57,G BOSS,S GRAY,1,6-5-2007,1:35.16,5.05L,491kg
24/06/2018,8,G1,1600,T,GOOD,8,MR EXCHEQUER,B,74,483,57,57,10,J POWELL,S BAERTSCHIGER,11-11-2008,8,1:35.21,5.6,,,MR EXCHEQUER,,,6.26,100,10.5,57.5,,1:35.21,66,61.3,1624,1/2,8,8,MR EXCHEQUER,$127,74,57,J POWELL,S BAERTSCHIGER,10,11-11-2008,1:35.21,5.55L,483kg
24/06/2018,8,G1,1600,T,GOOD,5,LIM'S REGARD,VIS,82,509,57,57,7,N JUGLALL,M WALKER,1-1-2009,9,1:35.35,6.6,,,LIM'S REGARD,,,6.63,101,2.3,54.8,,1:35.35,68.8,61.0,1618,1,9,5,LIM'S REGARD,$60,82,57,N JUGLALL,M WALKER,7,1-1-2009,1:35.35,6.55L,509kg
24/06/2018,8,G1,1600,T,GOOD,11,CLAUDIA'S BEAUTY,P,74,445,55.5,55.5,6,APP CC WONG,L KHOO,8-8-2010,10,1:35.48,7.4,,,CLAUDIA'S BEAUTY,,,6.46,101,5.3,56.2,,1:35.48,66.3,61.2,1626,3/4,10,11,CLAUDIA'S BEAUTY,$177,74,55.5,CC WONG,L KHOO,6,8-8-2010,1:35.48,7.3L,445kg
24/06/2018,8,G1,1600,T,GOOD,10,MEET AND GREET,,72,528,57,57,11,R WOODWORTH,D MEAGHER,2-9-2011,11,1:37.45,19.4,,,MEET AND GREET,,,7.12,101,5,51,,1:37.45,68.5,59.9,1624,12,11,10,MEET AND GREET,$393,72,57,R WOODWORTH,D MEAGHER,11,2-9-2011,1:37.45,19.3L,528kg
24/06/2018,9,C,1800,T,GOOD,9,STAR JACK,"WK, EM",60,477,55,55,3,O PLACAIS,H TAKAOKA,3-2-2001,1,1:47.95,0,,,STAR JACK,,,6.46,101,1.7,56.2,,1:47.95,65.3,60.5,1823,-,1,9,STAR JACK,$31,60,55,O PLACAIS,H TAKAOKA,3,3-2-2001,1:47.95,--,477kg
24/06/2018,9,C,1800,T,GOOD,3,GOLD CITY,EM,67,455,56.5,56.5,4,V DURIC,C BROWN,7-4-2002,2,1:48.08,0.8,,,GOLD CITY,,,6.26,101,2.9,58.1,,1:48.08,64.6,60.9,1837,3/4,2,3,GOLD CITY,$28,67,56.5,V DURIC,C BROWN,4,7-4-2002,1:48.08,0.75L,455kg
24/06/2018,9,C,1800,T,GOOD,6,KINGS RYKER,B,61,491,55,55,1,C GRYLLS,DL FREEDMAN,4-3-2003,3,1:48.10,0.9,,,KINGS RYKER,,,6.26,101,5.8,58.1,,1:48.10,65.3,60.6,1826,short head,3,6,KINGS RYKER,$135,61,55,C GRYLLS,DL FREEDMAN,1,4-3-2003,1:48.10,0.9L,491kg
24/06/2018,9,C,1800,T,GOOD,4,CHOCOLATS,"B, TT",66,504,56.5,56.5,5,J POWELL,S BAERTSCHIGER,1-1-2004,4,1:48.35,2.4,,,CHOCOLATS,,,6.46,101,2.2,56.2,,1:48.35,65.6,60.9,1842,1 1/2,4,4,CHOCOLATS,$29,66,56.5,J POWELL,S BAERTSCHIGER,5,1-1-2004,1:48.35,2.4L,504kg
24/06/2018,9,C,1800,T,GOOD,5,ZAC ACE,,63,466,55,55,2,B VORSTER,R LE GRANGE,8-7-2005,5,1:48.43,2.9,,,ZAC ACE,,,6.31,101,5.9,57.5,,1:48.43,64.9,60.4,1826,1/2,5,5,ZAC ACE,$54,63,55,B VORSTER,R LE GRANGE,2,8-7-2005,1:48.43,2.9L,466kg
24/06/2018,9,C,1800,T,GOOD,8,SOLO SUN,,60,467,55,54,9,APP CC WONG,D KOH,5-5-2006,6,1:48.44,3,,,SOLO SUN,,,6.29,101,6.7,57.8,,1:48.44,68.3,60.5,1829,short head,6,8,SOLO SUN,$109,60,54,CC WONG,D KOH,9,5-5-2006,1:48.44,3.05L,467kg
24/06/2018,9,C,1800,T,GOOD,7,MAGNIFICENT GOLD,,60,500,55,55,6,N JUGLALL,C BROWN,9-9-2007,7,1:48.75,5,,,MAGNIFICENT GOLD,,,6.23,100,10.4,57.8,,1:48.75,65.3,60.1,1824,2,7,7,MAGNIFICENT GOLD,$20,60,55,N JUGLALL,C BROWN,6,9-9-2007,1:48.75,5.05L,500kg
24/06/2018,9,C,1800,T,GOOD,1,ARHAT,B,74,518,58,58,8,A MUNRO,M CLEMENTS,10-10-2008,8,1:48.78,5.2,,,ARHAT,,,6.23,101,12,58.3,,1:48.78,65.6,60.2,1827,head,8,1,ARHAT,$37,74,58,A MUNRO,M CLEMENTS,8,10-10-2008,1:48.78,5.25L,518kg
24/06/2018,9,C,1800,T,GOOD,10,KATE'S KEEPER,,59,497,53.5,53.5,7,A COLLETT,S GRAY,6-8-2009,9,1:49.58,10,,,KATE'S KEEPER,,,6.83,101,6.4,53.2,,1:49.58,64.6,59.7,1827,4 3/4,9,10,KATE'S KEEPER,$68,59,53.5,MS A COLLETT,S GRAY,7,6-8-2009,1:49.58,10L,497kg
24/06/2018,9,C,1800,T,GOOD,2,EASTER MATE,"B, TT",71,492,58,58,10,G BOSS,S BURRIDGE,2-6-2010,10,1:51.55,22,,,EASTER MATE,,,7.73,101,2.8,47,,1:51.55,66.7,58.8,1829,12,10,2,EASTER MATE,$46,71,58,G BOSS,S BURRIDGE,10,2-6-2010,1:51.55,22L,492kg
24/06/2018,10,C4,1400,T,GOOD,7,SEBASTIAN BACH,,58,443,55.5,55.5,8,J POWELL,J PETERS,4-3-2001,1,1:23.36,0,,,SEBASTIAN BACH,,,6.17,100,5.2,58.3,,1:23.36,66,61.3,1421,-,1,7,SEBASTIAN BACH,$44,58,55.5,J POWELL,J PETERS,8,4-3-2001,1:23.36,--,443kg
24/06/2018,10,C4,1400,T,GOOD,4,MR MOSA,B,59,495,56,55,3,APP E FINNEGAN,S GRAY,1-1-2002,2,1:23.38,0.1,,,MR MOSA,,,6.29,101,4.2,57.8,,1:23.38,67.8,61.1,1417,short head,2,4,MR MOSA,$54,59,55,MS E FINNEGAN,S GRAY,3,1-1-2002,1:23.38,0.15L,495kg
24/06/2018,10,C4,1400,T,GOOD,9,ABSOLVIDO,,56,490,54.5,54.5,7,G BOSS,S BURRIDGE,9-9-2003,3,1:23.82,2.9,,,ABSOLVIDO,,,6.06,101,5.5,60,,1:23.82,65.6,60.9,1418,2 3/4,3,9,ABSOLVIDO,$16,56,54.5,G BOSS,S BURRIDGE,7,9-9-2003,1:23.82,2.9L,490kg
24/06/2018,10,C4,1400,T,GOOD,2,SANDTOP,"B, EM",61,537,57,56,9,M ZAKI,ZL MOK,7-8-2004,4,1:23.98,3.9,,,SANDTOP,,,6.26,101,8.7,58.1,,1:23.98,65.6,61.0,1424,1,4,2,SANDTOP,$31,61,56,M ZAKI,ZL MOK,9,7-8-2004,1:23.98,3.9L,537kg
24/06/2018,10,C4,1400,T,GOOD,1,BIG WAVE,TT,61,469,57,57,2,N JUGLALL,CT KUAH,2-2-2005,5,1:24.11,4.7,,,BIG WAVE,,,6.37,101,4.5,57,,1:24.11,67,60.8,1422,3/4,5,1,BIG WAVE,$30,61,57,N JUGLALL,CT KUAH,2,2-2-2005,1:24.11,4.65L,469kg
24/06/2018,10,C4,1400,T,GOOD,3,FIRST LIGHT,"B, TT",60,513,56.5,56.5,5,V DURIC,M WALKER,6-6-2006,6,1:24.31,6,,,FIRST LIGHT,,,6.31,101,6.3,57.5,,1:24.31,66.7,60.5,1418,1 1/4,6,3,FIRST LIGHT,$57,60,56.5,V DURIC,M WALKER,5,6-6-2006,1:24.31,5.9L,513kg
24/06/2018,10,C4,1400,T,GOOD,10,BEN GUNN,"B, TT",56,465,54.5,54.5,11,R CURATOLO,M WALKER,5-5-2007,7,1:24.38,6.5,,,BEN GUNN,,,6.43,101,9.4,56.5,,1:24.38,66,60.7,1423,1/2,7,10,BEN GUNN,$98,56,54.5,R CURATOLO,M WALKER,11,5-5-2007,1:24.38,6.4L,465kg
24/06/2018,10,C4,1400,T,GOOD,8,SILENT BOSS,TT,58,489,55.5,55.5,4,A COLLETT,J O'HARA,8-7-2008,8,1:24.41,6.7,,,SILENT BOSS,,,6.57,101,7.5,55.3,,1:24.41,65.6,60.6,1422,head,8,8,SILENT BOSS,$240,58,55.5,MS A COLLETT,J O'HARA,4,8-7-2008,1:24.41,6.6L,489kg
24/06/2018,10,C4,1400,T,GOOD,6,BILLY BRITAIN,,58,493,55.5,51.5,10,APP Y RUZAILI,S GRAY,10-10-2009,9,1:24.56,7.7,,,BILLY BRITAIN,,,6.23,100,8,57.8,,1:24.56,66,60.5,1421,1,9,6,BILLY BRITAIN,$206,58,51.5,Y RUZAILI,S GRAY,10,10-10-2009,1:24.56,7.6L,493kg
24/06/2018,10,C4,1400,T,GOOD,11,COPACABANA,,56,505,54.5,54.5,1,C GRYLLS,C BROWN,3-4-2010,10,1:25.00,10.5,,,COPACABANA,,,6.78,101,4.2,53.6,,1:25.00,66.3,60.0,1417,2 3/4,10,11,COPACABANA,$49,56,54.5,C GRYLLS,C BROWN,1,3-4-2010,1:25.00,10.35L,505kg
24/06/2018,10,C4,1400,T,GOOD,5,ANGEL HALO,BB,58,507,55.5,55.5,6,O PLACAIS,H TAKAOKA,11-11-2011,11,1:26.97,22.5,,,ANGEL HALO,,,6.37,101,5.1,57,,1:26.97,63.3,58.7,1419,12,11,5,ANGEL HALO,$42,58,55.5,O PLACAIS,H TAKAOKA,6,11-11-2011,1:26.97,22.35L,507kg
22/06/2018,1,C5,1000,P,GOOD,12,CASSIS OOLONG,"B, TT",27,484,50,50,1,M ZAKI,H TAKAOKA,4-1-2001,1,1:00.55,0,,,CASSIS OOLONG,,,6.29,101,2.6,57.8,,1:00.55,66.9,59.9,1011,-,1,12,CASSIS OOLONG,$31,27,50,M ZAKI,H TAKAOKA,1,4-1-2001,1:00.55,--,484kg
22/06/2018,1,C5,1000,P,GOOD,3,SUPERTEN,"B, TT",43,471,58,54,5,APP A SYAHIR,KS TAN,5-6-2002,2,1:00.75,1.3,,,SUPERTEN,,,6.29,101,6.3,57.8,,1:00.75,67.8,60.4,1023,1 1/4,2,3,SUPERTEN,$31,43,54,A SYAHIR,KS TAN,5,5-6-2002,1:00.75,1.25L,471kg
22/06/2018,1,C5,1000,P,GOOD,10,COOL CAT,WK,30,506,51.5,52,6,O PLACAIS,D HILL,6-8-2003,3,1:00.92,2.3,,,COOL CAT,,,6.4,101,1.5,56.8,,1:00.92,67.2,60.2,1023,1,3,10,COOL CAT,$36,30,52,O PLACAIS,D HILL,6,6-8-2003,1:00.92,2.25L,506kg
22/06/2018,1,C5,1000,P,GOOD,5,WITHOUT PREJUDICE,TT,40,570,56.5,56.5,2,D MOOR,ZL MOK,7-2-2004,4,1:00.93,2.4,,,WITHOUT PREJUDICE,,,6.52,101,4.4,55.7,,1:00.93,67.9,59.7,1016,short head,4,5,WITHOUT PREJUDICE,$66,40,56.5,D MOOR,ZL MOK,2,7-2-2004,1:00.93,2.4L,570kg
22/06/2018,1,C5,1000,P,GOOD,4,SOON YI,TT,42,531,57.5,56.5,4,APP CC WONG,HW TAN,3-5-2005,5,1:01.07,3.2,,,SOON YI,,,6.55,101,5.7,55.5,,1:01.07,67.6,59.9,1020,3/4,5,4,SOON YI,$20,42,56.5,CC WONG,HW TAN,4,3-5-2005,1:01.07,3.15L,531kg
22/06/2018,1,C5,1000,P,GOOD,8,MAGIC PAINT,"B, TT",36,479,54.5,54.5,9,I SAIFUDIN,L KHOO,11-10-2006,6,1:01.19,4,,,MAGIC PAINT,,,6.23,101,2.1,58.3,,1:01.19,65.8,59.8,1020,3/4,6,8,MAGIC PAINT,$107,36,54.5,I SAIFUDIN,L KHOO,9,11-10-2006,1:01.19,3.9L,479kg
22/06/2018,1,C5,1000,P,GOOD,11,PETITE VICTOIRE,BRS,29,519,51,50,11,APP CS CHIN,L DRAGON,9-11-2007,7,1:01.48,5.8,,,PETITE VICTOIRE,,,6.31,101,6.8,57.5,,1:01.48,66.2,59.9,1027,1 3/4,7,11,PETITE VICTOIRE,$93,29,50,CS CHIN,MS L DRAGON,11,9-11-2007,1:01.48,5.65L,519kg
22/06/2018,1,C5,1000,P,GOOD,9,QUEEN OF QUEENS,,32,464,52.5,52.5,3,N JUGLALL,L KHOO,8-7-2008,8,1:01.56,6.3,,,QUEEN OF QUEENS,,,6.63,101,0.9,54.8,,1:01.56,65.9,59.0,1013,1/2,8,9,QUEEN OF QUEENS,$78,32,52.5,N JUGLALL,L KHOO,3,8-7-2008,1:01.56,6.15L,464kg
22/06/2018,1,C5,1000,P,GOOD,2,KING OF GLORY,,43,405,58,54,7,APP N NURSHAHRIL,CT KUAH,10-9-2009,9,1:01.59,6.5,,,KING OF GLORY,,,6.43,101,3.8,56.5,,1:01.59,65.5,59.2,1018,head,9,2,KING OF GLORY,$212,43,54,N NURSHAHRIL,CT KUAH,7,10-9-2009,1:01.59,6.35L,405kg
22/06/2018,1,C5,1000,P,GOOD,7,RORY,BP,39,500,56,56,10,R WOODWORTH,D MEAGHER,2-4-2010,10,1:02.15,10,,,RORY,,,7.07,101,8.9,51.4,,1:02.15,70.1,59.4,1030,3 1/2,10,7,RORY,$37,39,56,R WOODWORTH,D MEAGHER,10,2-4-2010,1:02.15,9.85L,500kg
22/06/2018,1,C5,1000,P,GOOD,6,MASTERMIND,BP,39,474,56,55,8,APP T SEE,D KOH,1-3-2011,11,1:02.35,11.3,,,MASTERMIND,,,7.21,101,5.2,50.4,,1:02.35,69.4,58.9,1025,1 1/4,11,6,MASTERMIND,$34,39,55,T SEE,D KOH,8,1-3-2011,1:02.35,11.1L,474kg
22/06/2018,2,M,1400,T,GOOD,9,DRAGONITE,,46,536,54.5,53.5,14,APP T SEE,HW TAN,4-3-2001,1,1:25.47,0,,,DRAGONITE,,,6,101,7.2,60.6,,1:25.47,65,59.9,1422,-,1,9,DRAGONITE,$38,46,53.5,T SEE,HW TAN,14,4-3-2001,1:25.47,--,536kg
22/06/2018,2,M,1400,T,GOOD,14,GOOD WARRIOR,WK,37,481,50,51,7,B VORSTER,L KHOO,1-1-2002,2,1:25.57,0.5,,,GOOD WARRIOR,,,6.06,101,4.3,60,,1:25.57,65.3,59.4,1414,1/2,2,14,GOOD WARRIOR,$71,37,51,B VORSTER,L KHOO,7,1-1-2002,1:25.57,0.5L,481kg
22/06/2018,2,M,1400,T,GOOD,5,O'REILLY STAR,"B, TT",52,477,57.5,57.5,6,V DURIC,M WALKER,6-5-2003,3,1:25.60,0.7,,,O'REILLY STAR,,,6.03,100,8.4,59.7,,1:25.60,66,59.8,1423,head,3,5,O'REILLY STAR,$17,52,57.5,V DURIC,M WALKER,6,6-5-2003,1:25.60,0.7L,477kg
22/06/2018,2,M,1400,T,GOOD,12,EASTERN VICTORY,B,41,485,52,50,5,APP P DELLORTO,D KOH,11-10-2004,4,1:25.62,0.9,,,EASTERN VICTORY,,,5.77,101,6.6,63,,1:25.62,66,59.5,1416,head,4,12,EASTERN VICTORY,$37,41,50,P DELLORTO,D KOH,5,11-10-2004,1:25.62,0.9L,485kg
22/06/2018,2,M,1400,T,GOOD,7,ZULU WARRIOR,B,48,496,55.5,55.5,9,G BOSS,S GRAY,3-4-2005,5,1:25.63,1,,,ZULU WARRIOR,,,5.94,101,2.3,61.2,,1:25.63,64.6,59.5,1416,short head,5,7,ZULU WARRIOR,$29,48,55.5,G BOSS,S GRAY,9,3-4-2005,1:25.63,1.05L,496kg
22/06/2018,2,M,1400,T,GOOD,2,WIRA SAKTI,"BB, TT",55,501,59,59,4,R CURATOLO,M WALKER,9-8-2006,6,1:25.79,2,,,WIRA SAKTI,,,5.91,100,10.5,60.9,,1:25.79,66.3,59.5,1420,1,6,2,WIRA SAKTI,$56,55,59,R CURATOLO,M WALKER,4,9-8-2006,1:25.79,2.05L,501kg
22/06/2018,2,M,1400,T,GOOD,1,ARMY OF ONE,,55,436,59,55,1,APP WH KOK,J PETERS,8-7-2007,7,1:25.88,2.5,,,ARMY OF ONE,,,5.97,101,3.1,60.9,,1:25.88,64.6,59.3,1417,1/2,7,1,ARMY OF ONE,$852,55,55,WH KOK,J PETERS,1,8-7-2007,1:25.88,2.55L,436kg
22/06/2018,2,M,1400,T,GOOD,8,BOUNCEBACK ABILITY,B,47,494,55,55,13,D MOOR,H TAKAOKA,2-2-2008,8,1:26.20,4.5,,,BOUNCEBACK ABILITY,,,6.2,101,6,58.6,,1:26.20,64.9,59.2,1418,2,8,8,BOUNCEBACK ABILITY,$466,47,55,D MOOR,H TAKAOKA,13,2-2-2008,1:26.20,4.55L,494kg
22/06/2018,2,M,1400,T,GOOD,13,HALLELUJAH,,39,462,51,51,12,I SAIFUDIN,KY YOUNG,10-9-2009,9,1:26.25,4.8,,,HALLELUJAH,,,6.08,101,9.9,59.7,,1:26.25,64.9,59.5,1426,neck,9,13,HALLELUJAH,$490,39,51,I SAIFUDIN,KY YOUNG,12,10-9-2009,1:26.25,4.85L,462kg
22/06/2018,2,M,1400,T,GOOD,10,MA YOU CAI,"P, TT",46,491,54.5,50.5,2,APP N NURSHAHRIL,CT KUAH,5-6-2010,10,1:26.75,7.8,,,MA YOU CAI,,,6.34,100,7.7,56.7,,1:26.75,64,58.7,1416,3,10,10,MA YOU CAI,$315,46,50.5,N NURSHAHRIL,CT KUAH,2,5-6-2010,1:26.75,7.85L,491kg
22/06/2018,2,M,1400,T,GOOD,6,ALL MY EYE,"TT, EM",51,508,57,57,8,R WOODWORTH,D KOK,13-12-2011,11,1:26.92,8.8,,,ALL MY EYE,,,6.29,101,12,57.8,,1:26.92,64.6,58.7,1420,1,11,6,ALL MY EYE,$70,51,57,R WOODWORTH,D KOK,8,13-12-2011,1:26.92,8.85L,508kg
22/06/2018,2,M,1400,T,GOOD,11,BALL AND CHAIN,,45,465,54,54,3,O PLACAIS,DL FREEDMAN,7-11-2012,12,1:27.12,10.1,,,BALL AND CHAIN,,,6.4,100,8,56.2,,1:27.12,64.3,58.6,1418,1 1/4,12,11,BALL AND CHAIN,$25,45,54,O PLACAIS,DL FREEDMAN,3,7-11-2012,1:27.12,10.1L,465kg
22/06/2018,2,M,1400,T,GOOD,3,ZAHRAT JUMEIRAH,"PP, EM",55,457,59,59,10,C GRYLLS,J PETERS,12-13-13,13,1:27.32,11.4,,,ZAHRAT JUMEIRAH,,,6.14,101,10.3,59.2,,1:27.32,63,58.7,1424,1 1/4,13,3,ZAHRAT JUMEIRAH,$154,55,59,C GRYLLS,J PETERS,10,12-13-13,1:27.32,11.35L,457kg
22/06/2018,2,M,1400,T,GOOD,4,FLASH,VIS,53,506,58,56,11,APP S NOH,J PETERS,14-14-14,14,1:27.56,12.9,,,FLASH,,,6.17,100,5.6,58.3,,1:27.56,63.3,58.4,1422,1 1/2,14,4,FLASH,$170,53,56,S NOH,J PETERS,11,14-14-14,1:27.56,12.85L,506kg
22/06/2018,3,C4,1000,P,GOOD,5,NATURAL IMPULSE,BB,53,478,55.5,55.5,9,I SAIFUDIN,D MEAGHER,1-1-2001,1,0:59.49,0,,,NATURAL IMPULSE,,,6.2,101,5.4,58.6,,59.49,66.3,61.2,1013,-,1,5,NATURAL IMPULSE,$24,53,55.5,I SAIFUDIN,D MEAGHER,9,1-1-2001,0:59.49,--,478kg
22/06/2018,3,C4,1000,P,GOOD,7,LONHRO GOLD,"WK, TT",52,538,55,55,3,V DURIC,C BROWN,3-2-2002,2,0:59.52,0.2,,,LONHRO GOLD,,,6.14,101,3,59.2,,59.52,65.6,61.0,1010,head,2,7,LONHRO GOLD,$14,52,55,V DURIC,C BROWN,3,3-2-2002,0:59.52,0.2L,538kg
